	mask_image	intensity_image	label	INTEGRATED_INTENSITY	MEAN	MEDIAN	MIN	MAX	RANGE	STANDARD_DEVIATION	STANDARD_ERROR	SKEWNESS	KURTOSIS	HYPERSKEWNESS	HYPERFLATNESS	MEAN_ABSOLUTE_DEVIATION	ENERGY	ROOT_MEAN_SQUARED	ENTROPY	MODE	UNIFORMITY	P01	P10	P25	P75	P90	P99	INTERQUARTILE_RANGE	ROBUST_MEAN_ABSOLUTE_DEVIATION
49	Segmentation0	Intensity0	50	2448050.0	26323.11827956989	25841.0	10596.0	48784.0	38188.0	10666.798639428736	1106.0954926503823	0.3365721854219305	-1.0543600636489125	1.4934179728691266	4.837652032143999	9115.398543184183	74908124280.0	28380.692414659017	2.9279702635005673	20843.0	167.0	10951.1484	13180.054666666667	17135.695	35561.405	41852.878	48428.8516	18425.71	7160.25
50	Segmentation0	Intensity0	51	22002031.0	33797.28264208909	34696.0	13198.0	50554.0	37356.0	8130.528932173701	318.6605528650326	-0.28182415433778807	-0.7266864249220579	-1.499998059157449	7.082940827044603	6778.572528144098	786577435873.0	34760.03840846868	3.101749684263677	26117.0	2915.0	16281.737799999999	22096.1992	27755.166250000002	40471.940434782606	44033.30266666667	48495.6844	12716.774184782604	7471.200000000002
51	Segmentation0	Intensity0	52	12091026.0	34945.16184971098	34367.0	19260.0	50469.0	31209.0	7361.292425697222	395.7455325358003	0.18023768343025603	-0.8494551428191861	0.8812323420998565	6.170945587014475	6235.538340739739	441217936530.0	35709.891463747146	3.032750188657169	24562.0	1228.0	20964.0114	25585.023999999998	28993.306875000002	40872.2325	44684.932	50005.02619999999	11878.925624999996	5944.571428571428
52	Segmentation0	Intensity0	53	5389465.0	35225.2614379085	36474.0	12520.0	55511.0	42991.0	11431.793833871738	924.2057542615264	-0.19751160046563782	-0.936944818244386	-0.8325657494131735	5.141630080516953	9568.265368020846	209709571995.0	37022.3013513874	2.953778126321301	35309.0	337.0	13607.6723	17807.893	25900.948750000003	43967.9165	50502.548500000004	54853.2377	18066.967749999996	8060.8125
53	Segmentation0	Intensity0	54	7881492.0	20157.26854219949	19666.0	9922.0	32098.0	22176.0	4764.165092944239	240.93418481793603	0.35047347134414414	-0.4164253050248057	2.1208338389812242	9.380950350913583	3860.632923646512	167721285680.0	20711.22147131259	3.072264916347077	17766.0	3617.0	11131.700799999999	14266.648000000001	16713.4	23209.120000000003	26975.344000000005	31439.372799999997	6495.720000000001	4435.2
54	Segmentation0	Intensity0	55	18348662.0	33667.269724770646	32804.0	11733.0	52523.0	40790.0	9294.538718990096	398.1342957206801	-0.0034056078725361654	-0.6915461934690699	-0.44269328170165184	7.050090794451039	7663.836370675908	664744669442.0	34924.41824571792	3.1522259093210483	24579.0	2307.0	12732.355	21454.616666666665	27143.971875	40773.21388888889	47249.43571428571	50966.18166666666	13629.242013888888	8158.0
55	Segmentation0	Intensity0	56	5960072.0	26489.20888888889	24416.0	11757.0	49292.0	37535.0	9326.188456242413	621.7458970828276	0.49542506850603546	-0.8823812850393362	2.294891555079495	6.24627385907239	7941.425066666673	177360617412.0	28076.135964907993	3.015421956826225	18960.0	745.0	12742.29375	15979.6875	18973.103750000002	33480.38125	41128.137500000004	46570.71250000001	14507.277499999997	7149.523809523814
56	Segmentation0	Intensity0	57	16447749.0	28855.7	28346.5	12825.0	48256.0	35431.0	8339.451621612132	349.3011904721759	0.16546782119472267	-1.0074929175201786	0.8806856665142183	5.277619874428006	7183.516842105258	514183242775.0	30034.577814871045	3.164328632235451	19739.0	2468.0	14366.2485	18236.28	21758.67357142857	35465.409	40390.318	46006.131499999996	13706.735428571428	7086.200000000001
57	Segmentation0	Intensity0	58	1011311.0	17436.396551724138	17327.0	13515.0	21067.0	7552.0	2087.4206692744556	274.09176196008343	-0.14625762341130555	-0.9286370719039367	-0.8737525176731257	5.213159260687753	1747.5618311533888	17881987161.0	17558.762014034965	2.6694818053536267	15886.0	214.0	13529.600533333334	14255.096	15893.880000000001	19277.176	20466.615999999998	21023.1984	3383.2959999999985	1294.628571428572
58	Segmentation0	Intensity0	59	9395492.0	36845.066666666666	39056.0	15886.0	52052.0	36166.0	9200.425763827208	576.1530101634239	-0.5196888829052837	-0.911202454044509	-2.2799255115818005	5.988361958338536	7891.758954248369	367678079002.0	37972.026804157904	3.0021889375694055	42710.0	719.0	17169.893	22793.706	29598.941666666666	44592.762500000004	46958.62166666667	50768.106999999996	14993.820833333339	6888.761904761903
59	Segmentation0	Intensity0	60	17484596.0	29336.57046979866	28908.5	11713.0	55369.0	43656.0	8774.223303416597	359.4061903960449	0.3480655245803024	-0.3048628437551004	2.961392940869255	11.690597895883194	7149.48750056304	558745344464.0	30618.49422649629	3.0054213527163394	25366.0	3034.0	13878.337599999999	17720.065599999998	22699.760000000002	35326.92727272728	40700.583999999995	51885.25119999999	12627.167272727274	8731.200000000004
60	Segmentation0	Intensity0	61	10375100.0	33253.52564102564	31813.0	16950.0	56254.0	39304.0	8382.28220728436	474.55328185134744	0.5420380228073515	-0.24915972404677778	3.3229581108895268	11.150783925955217	6748.263724523336	366860339584.0	34290.44213397648	2.9006865861708557	32966.0	1382.0	18239.1712	23804.6176	27204.77090909091	38632.706666666665	45209.576	53486.9984	11427.935757575757	7486.476190476192
61	Segmentation0	Intensity0	62	4969782.0	28077.86440677966	26978.0	8603.0	52036.0	43433.0	7859.362981915901	590.7458967989556	0.6488675820835769	1.004383298440259	5.447030048490983	23.665028181194128	5836.991669060615	150412312348.0	29151.107618964143	2.4822174746900574	25342.0	525.0	10674.7541	20047.5955	23492.3753125	31532.004583333335	38702.069	51000.12295	8039.629270833335	8143.6875
62	Segmentation0	Intensity0	63	1450606.0	26374.654545454545	26466.0	11903.0	40136.0	28233.0	8100.499248944774	1092.2710959044325	-0.06362549235581695	-1.0912605322110098	-0.2729677599533311	4.145574069275354	6787.491570247934	41802608888.0	27568.957802703982	2.769059865004325	24964.0	67.0	12058.2815	14938.047499999999	19737.6575	33148.332500000004	37736.195	39980.7185	13410.675000000003	4839.942857142857
63	Segmentation0	Intensity0	64	2164924.0	22318.80412371134	21063.0	13572.0	34241.0	20669.0	4935.913054337852	501.1660391154907	0.7105491180284584	-0.3152494212701096	3.4459180180979407	9.510949634325803	3922.0544159846913	50657385516.0	22852.594771574943	2.781879310832049	24635.0	243.0	13772.4893	17380.26325	18997.6125	24647.139166666668	30995.966999999997	34040.5107	5649.5266666666685	3875.4375
64	Segmentation0	Intensity0	65	573272.0	24924.869565217392	25642.0	16938.0	33064.0	16126.0	4084.497569016824	851.6766173210895	-0.04381915739018219	-0.7612934745964681	0.13306250328378097	6.214330458477795	3421.1039697542533	14655758474.0	25242.957239077852	2.3053206513329316	16938.0	25.0	16975.0898	20106.759	20767.925	27460.214999999997	29467.902000000002	33026.9102	6692.289999999997	2687.666666666666
